sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
2,2,audio__female,Make a list of the most popular podcasts.,8,1,1,a,0.18050543032586575,0.18050543032586575,0.18050544533819274,0.18050543032586575,0.01804673671722412,1.1110850715666416,0.18050544533819274,0.9842826443650956,0.14302551412052078,1.0,0.1574975997209549,0.8425024002790451,0.40279166666666666,0.45279166666666665,0.05,0.870838038623333
2,2,audio__female,Make a list of the most popular podcasts.,8,4,2,the,0.16245869360864162,0.16245869360864162,0.1624587071200525,0.18050543032586575,0.01804673671722412,1.1110850715666416,0.18050544533819274,0.9842826443650956,0.14302551412052078,1.0,0.1574975848197937,0.8425024151802063,0.9062916666666667,0.9667083333333333,0.06041666666666667,0.870838038623333
2,2,audio__female,Make a list of the most popular podcasts.,8,5,3,most,0.1469310000538826,0.1469310000538826,0.14693101227388183,0.18050543032586575,0.01804673671722412,1.1110850715666416,0.18050544533819274,0.9842826443650956,0.14302551412052078,1.0,0.2836765646934509,0.7163234353065491,1.0371666666666666,1.2285,0.19133333333333333,0.870838038623333
2,2,audio__female,Make a list of the most popular podcasts.,8,0,4,Make,0.11380705144256353,0.11380705144256353,0.11380706090770078,0.18050543032586575,0.01804673671722412,1.1110850715666416,0.18050544533819274,0.9842826443650956,0.14302551412052078,1.0,0.06102287024259567,0.9389771297574043,0.10391666666666667,0.342375,0.23845833333333333,0.870838038623333
2,2,audio__female,Make a list of the most popular podcasts.,8,3,5,of,0.11140913143754005,0.11140913143754005,0.11140914070324641,0.18050543032586575,0.01804673671722412,1.1110850715666416,0.18050544533819274,0.9842826443650956,0.14302551412052078,1.0,0.09016585350036621,0.9098341464996338,0.8055833333333333,0.8555833333333334,0.05,0.870838038623333
2,2,audio__female,Make a list of the most popular podcasts.,8,7,6,podcasts.,0.1101070512086153,0.1101070512086153,0.11010706036602988,0.18050543032586575,0.01804673671722412,1.1110850715666416,0.18050544533819274,0.9842826443650956,0.14302551412052078,1.0,0.164537250995636,0.835462749004364,1.7320416666666667,2.377,0.6449583333333333,0.870838038623333
2,2,audio__female,Make a list of the most popular podcasts.,8,2,7,list,0.089486837037839,0.089486837037839,0.08948684448030572,0.18050543032586575,0.01804673671722412,1.1110850715666416,0.18050544533819274,0.9842826443650956,0.14302551412052078,1.0,0.04391036182641983,0.9560896381735802,0.5034583333333333,0.7277083333333333,0.22425,0.870838038623333
2,2,audio__female,Make a list of the most popular podcasts.,8,6,8,popular,0.08529472071677446,0.08529472071677446,0.08529472781059007,0.18050543032586575,0.01804673671722412,1.1110850715666416,0.18050544533819274,0.9842826443650956,0.14302551412052078,1.0,0.06025015562772751,0.9397498443722725,1.274125,1.6917083333333334,0.4175833333333333,0.870838038623333
10,10,audio__female,When was Karen Hassan born?,5,3,1,Hassan,0.24222151562571526,0.24222151562571526,0.2422215229406372,0.24222151562571526,0.01058722473680973,1.0457066337219512,0.2422215229406372,0.9853130660591977,0.11205608039524284,1.0000001192092896,0.0281801987439394,0.9718199204653502,1.0110833333333333,1.456,0.4449166666666667,0.7998340997844935
10,10,audio__female,When was Karen Hassan born?,5,2,2,Karen,0.23163429088890553,0.23163429088890553,0.23163429788410064,0.24222151562571526,0.01058722473680973,1.0457066337219512,0.2422215229406372,0.9853130660591977,0.11205608039524284,1.0000001192092896,0.145814448595047,0.8541856706142426,0.6066666666666667,0.9706666666666667,0.364,0.7998340997844935
