sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
4,4,audio__female,Why did US enter ww2?,5,1,1,did,0.2284027338027954,0.2284027338027954,0.2284027295327769,0.2284027338027954,0.005898493342101574,1.0265095725968152,0.2284027295327769,0.9956108917888111,0.06607093768627581,1.0,0.46528732776641846,0.5347126722335815,0.429125,0.5815,0.152375,1.0384318051859736
4,4,audio__female,Why did US enter ww2?,5,3,2,enter,0.22250424046069384,0.22250424046069384,0.22250423630094843,0.2284027338027954,0.005898493342101574,1.0265095725968152,0.2284027295327769,0.9956108917888111,0.06607093768627581,1.0,0.11452165991067886,0.8854783400893211,1.06275,1.44375,0.381,1.0384318051859736
4,4,audio__female,Why did US enter ww2?,5,2,3,US,0.19965461734682322,0.19965461734682322,0.19965461361425446,0.2284027338027954,0.005898493342101574,1.0265095725968152,0.2284027295327769,0.9956108917888111,0.06607093768627581,1.0,0.04437531903386116,0.9556246809661388,0.6416666666666667,1.0427083333333333,0.4010416666666667,1.0384318051859736
4,4,audio__female,Why did US enter ww2?,5,0,4,Why,0.1847444912418723,0.1847444912418723,0.18474448778805028,0.2284027338027954,0.005898493342101574,1.0265095725968152,0.2284027295327769,0.9956108917888111,0.06607093768627581,1.0,0.06201796233654022,0.9379820376634598,0.12316666666666666,0.381,0.25783333333333336,1.0384318051859736
4,4,audio__female,Why did US enter ww2?,5,4,5,ww2?,0.16469393484294415,0.16469393484294415,0.16469393176396985,0.2284027338027954,0.005898493342101574,1.0265095725968152,0.2284027295327769,0.9956108917888111,0.06607093768627581,1.0,0.08946868777275085,0.9105313122272491,1.483875,2.325875,0.842,1.0384318051859736
12,12,audio__female,Have you heard of the base rate fallacy?,8,5,1,base,0.16943351551890373,0.16943351551890373,0.16943351897880723,0.16943351551890373,0.010691225528717041,1.0673495667854382,0.16943351897880723,0.9797988641597144,0.1573993849988895,1.0,0.09250699728727341,0.9074930027127266,1.0404166666666668,1.312375,0.27195833333333336,0.721464847389143
12,12,audio__female,Have you heard of the base rate fallacy?,8,2,2,heard,0.1587422899901867,0.1587422899901867,0.15874229323177086,0.16943351551890373,0.010691225528717041,1.0673495667854382,0.16943351897880723,0.9797988641597144,0.1573993849988895,1.0,0.24481181800365448,0.7551881819963455,0.5249166666666667,0.7470416666666667,0.222125,0.721464847389143
12,12,audio__female,Have you heard of the base rate fallacy?,8,4,3,the,0.15856499411165714,0.15856499411165714,0.15856499734962087,0.16943351551890373,0.010691225528717041,1.0673495667854382,0.16943351897880723,0.9797988641597144,0.1573993849988895,1.0,0.1516704559326172,0.8483295440673828,0.9085416666666667,0.9893333333333333,0.08079166666666666,0.721464847389143
12,12,audio__female,Have you heard of the base rate fallacy?,8,3,4,of,0.15119986049830914,0.15119986049830914,0.15119986358587373,0.16943351551890373,0.010691225528717041,1.0673495667854382,0.16943351897880723,0.9797988641597144,0.1573993849988895,1.0,0.7724068760871887,0.22759312391281128,0.8075833333333333,0.8575833333333334,0.05,0.721464847389143
12,12,audio__female,Have you heard of the base rate fallacy?,8,1,5,you,0.10392194613814354,0.10392194613814354,0.10392194826027329,0.16943351551890373,0.010691225528717041,1.0673495667854382,0.16943351897880723,0.9797988641597144,0.1573993849988895,1.0,0.24481181800365448,0.7551881819963455,0.38358333333333333,0.4744583333333333,0.090875,0.721464847389143
12,12,audio__female,Have you heard of the base rate fallacy?,8,6,6,rate,0.09893564507365227,0.09893564507365227,0.09893564709395966,0.16943351551890373,0.010691225528717041,1.0673495667854382,0.16943351897880723,0.9797988641597144,0.1573993849988895,1.0,0.11546781659126282,0.8845321834087372,1.35275,1.5546666666666666,0.20191666666666666,0.721464847389143
12,12,audio__female,Have you heard of the base rate fallacy?,8,7,7,fallacy?,0.08384756185114384,0.08384756185114384,0.08384756356334623,0.16943351551890373,0.010691225528717041,1.0673495667854382,0.16943351897880723,0.9797988641597144,0.1573993849988895,1.0,0.10344356298446655,0.8965564370155334,1.6004166666666666,1.9794166666666666,0.379,0.721464847389143
12,12,audio__female,Have you heard of the base rate fallacy?,8,0,8,Have,0.07535416539758444,0.07535416539758444,0.07535416693634812,0.16943351551890373,0.010691225528717041,1.0673495667854382,0.16943351897880723,0.9797988641597144,0.1573993849988895,1.0,0.772406816482544,0.22759318351745605,0.10170833333333333,0.32304166666666667,0.22133333333333333,0.721464847389143
20,20,audio__female,How would you describe a giraffe?,6,4,1,a,0.2271876558661461,0.2271876558661461,0.2271876467523891,0.2271876558661461,0.0078493133187294,1.0357863207671782,0.2271876467523891,0.9580875295828949,0.1801300149111753,1.0,0.19122691452503204,0.808773085474968,1.2064583333333334,1.2564583333333332,0.05,0.7407816287983829
20,20,audio__female,How would you describe a giraffe?,6,3,2,describe,0.2193383425474167,0.2193383425474167,0.21933833374853917,0.2271876558661461,0.0078493133187294,1.0357863207671782,0.2271876467523891,0.9580875295828949,0.1801300149111753,1.0,0.05400179699063301,0.945998203009367,0.6836666666666666,1.146125,0.46245833333333336,0.7407816287983829
20,20,audio__female,How would you describe a giraffe?,6,1,3,would,0.18048501014709473,0.18048501014709473,0.1804850029068399,0.2271876558661461,0.0078493133187294,1.0357863207671782,0.2271876467523891,0.9580875295828949,0.1801300149111753,1.0,0.19122691452503204,0.808773085474968,0.351875,0.5026666666666667,0.15079166666666666,0.7407816287983829
20,20,audio__female,How would you describe a giraffe?,6,2,4,you,0.16224065236747265,0.16224065236747265,0.1622406458591002,0.2271876558661461,0.0078493133187294,1.0357863207671782,0.2271876467523891,0.9580875295828949,0.1801300149111753,1.0,0.19767053425312042,0.8023294657468796,0.563,0.6434583333333334,0.08045833333333334,0.7407816287983829
