sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
1,1,audio__male,What is a Dyson Sphere?,5,1,1,is,0.3376790494658053,0.3376790494658053,0.33767904551151284,0.3376790494658053,0.017058127094060183,1.0532034089187687,0.33767904551151284,0.9042219590291757,0.2969200143454782,1.0,1.0,0.0,0.322875,0.41429166666666667,0.09141666666666666,0.6864092822186649
1,1,audio__male,What is a Dyson Sphere?,5,2,2,a,0.3206209223717451,0.3206209223717451,0.32062091861720693,0.3376790494658053,0.017058127094060183,1.0532034089187687,0.33767904551151284,0.9042219590291757,0.2969200143454782,1.0,1.0,0.0,0.48433333333333334,0.5343333333333333,0.05,0.6864092822186649
1,1,audio__male,What is a Dyson Sphere?,5,3,3,Dyson,0.1544671468436718,0.1544671468436718,0.15446714503482914,0.3376790494658053,0.017058127094060183,1.0532034089187687,0.33767904551151284,0.9042219590291757,0.2969200143454782,1.0,0.09146688133478165,0.9085331186652184,0.5635833333333333,1.0494166666666667,0.48583333333333334,0.6864092822186649
1,1,audio__male,What is a Dyson Sphere?,5,0,4,What,0.12078680656850338,0.12078680656850338,0.12078680515406456,0.3376790494658053,0.017058127094060183,1.0532034089187687,0.33767904551151284,0.9042219590291757,0.2969200143454782,1.0,0.2671893239021301,0.7328106760978699,0.06125,0.265,0.20375,0.6864092822186649
1,1,audio__male,What is a Dyson Sphere?,5,4,5,Sphere?,0.06644608546048403,0.06644608546048403,0.06644608468238644,0.3376790494658053,0.017058127094060183,1.0532034089187687,0.33767904551151284,0.9042219590291757,0.2969200143454782,1.0,0.1686343252658844,0.8313656747341156,1.0897916666666667,1.593625,0.5038333333333334,0.6864092822186649
9,9,audio__male,What is consciousness?,3,1,1,is,0.3616248443722725,0.3616248443722725,0.3616248507464354,0.3616248443722725,0.04230211302638054,1.132474477202452,0.3616248507464354,0.9983824491319974,0.02838162633990793,1.0,0.36545032262802124,0.6345496773719788,0.3217083333333333,0.442375,0.12066666666666667,0.864727046340704
9,9,audio__male,What is consciousness?,3,0,2,What,0.31932273134589195,0.31932273134589195,0.3193227369744187,0.3616248443722725,0.04230211302638054,1.132474477202452,0.3616248507464354,0.9983824491319974,0.02838162633990793,1.0,0.03347895294427872,0.9665210470557213,0.06075,0.261375,0.200625,0.864727046340704
9,9,audio__male,What is consciousness?,3,2,3,consciousness?,0.31905240565538406,0.31905240565538406,0.3190524112791459,0.3616248443722725,0.04230211302638054,1.132474477202452,0.3616248507464354,0.9983824491319974,0.02838162633990793,1.0,0.031790394335985184,0.9682096056640148,0.4825833333333333,1.3065833333333334,0.824,0.864727046340704
17,17,audio__male,Create a description how Terraria desert theme sounds.,8,4,1,Terraria,0.2421558345668018,0.2421558345668018,0.2421558384827668,0.2421558345668018,0.005802524741739035,1.024550211382627,0.2421558384827668,0.8966349527808406,0.3580156559322274,1.0,0.06097996607422829,0.9390200339257717,1.3879583333333334,1.9310833333333333,0.543125,0.7654879956098739
17,17,audio__male,Create a description how Terraria desert theme sounds.,8,5,2,desert,0.23635330982506275,0.23635330982506275,0.23635331364719364,0.2421558345668018,0.005802524741739035,1.024550211382627,0.2421558384827668,0.8966349527808406,0.3580156559322274,1.0,0.07696081697940826,0.9230391830205917,1.9565416666666666,2.2529166666666667,0.296375,0.7654879956098739
