frac_removed,sgpa_order_drop,random_drop
0.0,2.384185792125848e-09,2.384185792125848e-09
0.1,0.03840233451128006,0.015848809540271756
0.2,0.0766740494966507,0.03172642624491736
0.30000000000000004,0.10704856336116791,0.04806034352523942
0.4,0.13141660749912265,0.06514049598319191
0.5,0.15073547929525374,0.08377606587608658
0.6000000000000001,0.16435834598541263,0.10364401439428328
0.7000000000000001,0.18255810612440107,0.12733384396632513
0.8,0.19926458442211153,0.15238283850011372
0.9,0.20411551117897023,0.18024933212995534
1.0,0.20830318391323088,0.20830318391323088
