sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,cumulative_similarity,cumulative_drop,cumulative_n_deleted,tfidf_original_sim,tfidf_deleted_sim,tfidf_deletion_drop,tfidf_cumulative_sim,tfidf_cumulative_drop,seqmatch_deleted_sim,seqmatch_deletion_drop,seqmatch_cumulative_sim,seqmatch_cumulative_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
1,1,audio__original,A FRENCHMAN YOUR NAME,4,0,1,A,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,1.0,0.34765625,0.65234375,0.400390625,0.599609375,1,1.0,0.1754116038614059,0.824588396138594,0.2631174057921088,0.7368825942078912,0.2247191011235955,0.7752808988764045,0.1647058823529411,0.8352941176470589,0.3214375,0.4415625,0.120125,2.677838515500298
1,1,audio__original,A FRENCHMAN YOUR NAME,4,1,2,FRENCHMAN,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,1.0,0.56640625,0.43359375,0.51953125,0.48046875,2,1.0,0.2631174057921088,0.7368825942078912,0.3344968040028364,0.6655031959971636,0.1647058823529411,0.8352941176470589,0.4375,0.5625,0.48175,1.003625,0.521875,2.677838515500298
1,1,audio__original,A FRENCHMAN YOUR NAME,4,2,3,YOUR,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,1.0,0.10302734375,0.89697265625,0.4765625,0.5234375,3,1.0,0.4902903378454603,0.5097096621545397,0.496138938356834,0.503861061643166,0.3243243243243243,0.6756756756756757,0.3636363636363636,0.6363636363636364,1.1801875,1.906875,0.7266875,2.677838515500298
1,1,audio__original,A FRENCHMAN YOUR NAME,4,3,4,NAME,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,1.0,0.7734375,0.2265625,0.5703125,0.4296875,4,1.0,0.6405126152203487,0.3594873847796512,0.5604485383178052,0.4395514616821948,0.6732673267326733,0.3267326732673267,0.6470588235294118,0.3529411764705882,1.99725,2.228375,0.231125,2.677838515500298
6,6,audio__original,AHEM A COMMON RUMOR,4,0,1,AHEM,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,0.9921875,0.453125,0.5390625,0.13671875,0.85546875,1,1.0,0.5276448530110863,0.4723551469889137,0.2080125735844609,0.7919874264155391,0.4285714285714285,0.5714285714285714,0.2201834862385321,0.7798165137614679,0.1006875,0.5220625,0.421375,1.9949031265005035
6,6,audio__original,AHEM A COMMON RUMOR,4,1,2,A,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,0.9921875,0.11962890625,0.87255859375,0.0927734375,0.8994140625,2,1.0,0.2371708245126284,0.7628291754873715,0.0,1.0,0.2795698924731182,0.7204301075268817,0.2452830188679245,0.7547169811320755,0.63025,1.164625,0.534375,1.9949031265005035
6,6,audio__original,AHEM A COMMON RUMOR,4,2,3,COMMON,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,0.9921875,0.40625,0.5859375,0.349609375,0.642578125,3,1.0,0.0721687836487032,0.9278312163512968,0.0606339062590832,0.9393660937409168,0.32,0.6799999999999999,0.198019801980198,0.801980198019802,1.20475,1.5963125,0.3915625,1.9949031265005035
6,6,audio__original,AHEM A COMMON RUMOR,4,3,4,RUMOR,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,0.9921875,0.447265625,0.544921875,0.515625,0.4765625,4,1.0,0.1443375672974064,0.8556624327025936,0.1443375672974064,0.8556624327025936,0.2448979591836734,0.7551020408163265,0.293103448275862,0.7068965517241379,1.6565625,2.007625,0.3510625,1.9949031265005035
11,11,audio__original,ALTERED WORDS AND FIGURES,4,0,1,ALTERED,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,1.0,0.44140625,0.55859375,0.255859375,0.744140625,1,1.0,0.0,1.0,0.0,1.0,0.2702702702702703,0.7297297297297297,0.160919540229885,0.8390804597701149,0.504,0.9869375,0.4829375,1.6290849317501852
11,11,audio__original,ALTERED WORDS AND FIGURES,4,1,2,WORDS,1.0,1.0,0.2499999999375,1.0,0.0,0.999999999,0.2499999999375,0.9999999999303368,0.0,1.0,0.142578125,0.857421875,0.12451171875,0.87548828125,2,1.0,0.0,1.0,0.3015113445777636,0.6984886554222364,0.1702127659574468,0.8297872340425532,0.2077922077922078,0.7922077922077921,1.047375,1.510625,0.46325,1.6290849317501852
