sample_id,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,deletion_drop_emb,deletion_drop_tfidf,cumulative_drop_emb,cumulative_n_deleted,segment_dur_sec,util_empty_emb,base_text,n_coalitions,runtime_sec
1,What is the MOO programming language?,6,3,1,MOO,0.07938417792320251,0.07938417792320251,0.36826763466246176,0.16768503189086914,0.3492086265440314,0.16768503189086914,1,0.21807051282051293,0.7844388484954834,The original content of this audio is: 'what is the mood programming language',64,5.909683535833513
1,What is the MOO programming language?,6,0,2,What,0.03901230916380882,0.03901230916380882,0.1809802808863926,0.09868133068084717,0.15733515938218634,0.141157329082489,2,0.22072756410256408,0.7844388484954834,The original content of this audio is: 'what is the mood programming language',64,5.909683535833513
1,What is the MOO programming language?,6,1,3,is,0.036051150411367416,0.036051150411367416,0.16724330006539562,0.14004123210906982,0.3418548182855824,0.13019722700119019,3,0.12061538461538457,0.7844388484954834,The original content of this audio is: 'what is the mood programming language',64,5.909683535833513
1,What is the MOO programming language?,6,5,4,language?,0.027148861438035965,0.027148861438035965,0.12594508436223514,5.960464477539063e-08,0.0,0.1414608359336853,4,0.4920673076923079,0.7844388484954834,The original content of this audio is: 'what is the mood programming language',64,5.909683535833513
1,What is the MOO programming language?,6,2,5,the,0.018601935356855392,0.018601935356855392,0.08629541696130459,0.08742797374725342,0.05882352941176472,0.1770615577697754,5,0.060307692307692284,0.7844388484954834,The original content of this audio is: 'what is the mood programming language',64,5.909683535833513
1,What is the MOO programming language?,6,4,6,programming,0.01536266878247261,0.01536266878247261,0.07126827842315447,0.030520915985107422,0.0298574998546679,0.2155611515045166,6,0.5327179487179489,0.7844388484954834,The original content of this audio is: 'what is the mood programming language',64,5.909683535833513
2,How many seasons did Everwood have?,6,2,1,seasons,0.06728843599557877,0.06728843599557877,0.3076754270627344,0.09035611152648926,0.49825479399574546,0.09035611152648926,1,0.3813103448275864,0.7813006043434143,The exact words spoken are: 'how many seasons did everwood have'.,64,6.5349310478335
2,How many seasons did Everwood have?,6,4,2,Everwood,0.04481884092092514,0.04481884092092514,0.20493351965720316,0.09319454431533813,0.49825479399574546,0.15957826375961304,2,0.36124137931034506,0.7813006043434143,The exact words spoken are: 'how many seasons did everwood have'.,64,6.5349310478335
2,How many seasons did Everwood have?,6,3,3,did,0.042739830911159515,0.042739830911159515,0.19542727563238488,0.1073685884475708,0.5818789949964545,0.18172407150268555,3,0.1365272988505748,0.7813006043434143,The exact words spoken are: 'how many seasons did everwood have'.,64,6.5349310478335
2,How many seasons did Everwood have?,6,1,4,many,0.028687721118330956,0.028687721118330956,0.13117420127165763,0.03781002759933472,0.41463059299503635,0.1684899926185608,4,0.16920977011494254,0.7813006043434143,The exact words spoken are: 'how many seasons did everwood have'.,64,6.5349310478335
2,How many seasons did Everwood have?,6,0,5,How,0.017962642014026642,0.017962642014026642,0.082133927933825,0.03781002759933472,0.41463059299503635,0.18478500843048096,5,0.18038218390804597,0.7813006043434143,The exact words spoken are: 'how many seasons did everwood have'.,64,6.5349310478335
2,How many seasons did Everwood have?,6,5,6,have?,0.017201943323016167,0.017201943323016167,0.078655643869709,0.03781002759933472,0.41463059299503635,0.2186993956565857,6,0.4612758620689654,0.7813006043434143,The exact words spoken are: 'how many seasons did everwood have'.,64,6.5349310478335
