sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,cumulative_similarity,cumulative_drop,cumulative_n_deleted,tfidf_original_sim,tfidf_deleted_sim,tfidf_deletion_drop,tfidf_cumulative_sim,tfidf_cumulative_drop,seqmatch_deleted_sim,seqmatch_deletion_drop,seqmatch_cumulative_sim,seqmatch_cumulative_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
92,92,audio__original,Give me Telegram channels with crypto Binance analysis.,8,0,1,Give,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.23828125,0.76171875,0.40625,0.59375,1,1.0,0.10540925533894599,0.894590744661054,0.0,1.0,0.3106796116504854,0.6893203883495146,0.3076923076923077,0.6923076923076923,0.5830625,0.8439375,0.260875,1.7730575987516204
92,92,audio__original,Give me Telegram channels with crypto Binance analysis.,8,1,2,me,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.12890625,0.87109375,0.33203125,0.66796875,2,1.0,0.25197631533948484,0.7480236846605152,0.40201512610368484,0.5979848738963152,0.4423076923076923,0.5576923076923077,0.423728813559322,0.576271186440678,0.884125,0.9845625,0.1004375,1.7730575987516204
92,92,audio__original,Give me Telegram channels with crypto Binance analysis.,8,2,3,Telegram,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.27734375,0.72265625,0.2294921875,0.7705078125,3,1.0,0.5555555555555556,0.4444444444444444,0.0,1.0,0.6238532110091743,0.37614678899082565,0.30434782608695654,0.6956521739130435,1.044875,1.466875,0.422,1.7730575987516204
92,92,audio__original,Give me Telegram channels with crypto Binance analysis.,8,3,4,channels,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.1220703125,0.8779296875,0.1787109375,0.8212890625,4,1.0,0.23570226039551584,0.7642977396044841,0.10050378152592121,0.8994962184740788,0.4367816091954023,0.5632183908045977,0.3252032520325203,0.6747967479674797,1.5070625,1.788375,0.2813125,1.7730575987516204
92,92,audio__original,Give me Telegram channels with crypto Binance analysis.,8,4,5,with,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.59375,0.40625,0.2890625,0.7109375,5,1.0,1.0000000000000002,-2.220446049250313e-16,0.10050378152592121,0.8994962184740788,1.0,0.0,0.3252032520325203,0.6747967479674797,1.8285625,1.929,0.1004375,1.7730575987516204
92,92,audio__original,Give me Telegram channels with crypto Binance analysis.,8,5,6,crypto,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.4453125,0.5546875,0.15625,0.84375,6,1.0,1.0000000000000002,-2.220446049250313e-16,0.09622504486493763,0.9037749551350623,1.0,0.0,0.24719101123595505,0.752808988764045,1.9893125,2.3911875,0.401875,1.7730575987516204
92,92,audio__original,Give me Telegram channels with crypto Binance analysis.,8,6,7,Binance,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.36328125,0.63671875,0.28125,0.71875,7,1.0,0.09622504486493763,0.9037749551350623,0.0,1.0,0.5294117647058824,0.47058823529411764,0.17204301075268819,0.8279569892473118,2.4313125,2.853375,0.4220625,1.7730575987516204
92,92,audio__original,Give me Telegram channels with crypto Binance analysis.,8,7,8,analysis.,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.2421875,0.7578125,0.1796875,0.8203125,8,1.0,0.0,1.0,0.0,1.0,0.25,0.75,0.2616822429906542,0.7383177570093458,2.913625,3.3761875,0.4625625,1.7730575987516204
175,175,audio__original,How many Vita and nutrients are required in human body?,10,0,1,How,1.0,1.0,0.09999999999,1.0,0.0,0.9999999989999999,0.09999999999,0.999999999943429,0.0,0.99609375,0.21484375,0.78125,0.08251953125,0.91357421875,1,1.0,0.17407765595569785,0.8259223440443022,0.0,1.0,0.4370860927152318,0.5629139072847682,0.17142857142857143,0.8285714285714285,0.843,1.033375,0.190375,1.3876869601008366
175,175,audio__original,How many Vita and nutrients are required in human body?,10,1,2,many,1.0,1.0,0.09999999999,1.0,0.0,0.9999999989999999,0.09999999999,0.999999999943429,0.0,0.99609375,0.1142578125,0.8818359375,0.373046875,0.623046875,2,1.0,0.3651483716701109,0.6348516283298891,0.0,1.0,0.48951048951048953,0.5104895104895104,0.17142857142857143,0.8285714285714285,1.0835,1.3243125,0.2408125,1.3876869601008366
