sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,cumulative_similarity,cumulative_drop,cumulative_n_deleted,tfidf_original_sim,tfidf_deleted_sim,tfidf_deletion_drop,tfidf_cumulative_sim,tfidf_cumulative_drop,seqmatch_deleted_sim,seqmatch_deletion_drop,seqmatch_cumulative_sim,seqmatch_cumulative_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
28,28,audio__male,Create a description how Terraria desert theme sounds.,8,0,1,Create,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.97265625,0.02734375,0.271484375,0.728515625,1,1.0,1.0000000000000002,-2.220446049250313e-16,0.11785113019775792,0.882148869802242,1.0,0.0,0.2978723404255319,0.7021276595744681,0.101,0.462625,0.361625,1.6580634181245841
28,28,audio__male,Create a description how Terraria desert theme sounds.,8,1,2,a,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.9140625,0.0859375,0.58203125,0.41796875,2,1.0,1.0000000000000002,-2.220446049250313e-16,0.7826237921249265,0.2173762078750735,1.0,0.0,0.7924528301886793,0.2075471698113207,0.523,0.573,0.05,1.6580634181245841
28,28,audio__male,Create a description how Terraria desert theme sounds.,8,2,3,description,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.322265625,0.677734375,0.296875,0.703125,3,1.0,0.158113883008419,0.841886116991581,0.11180339887498951,0.8881966011250105,0.1111111111111111,0.8888888888888888,0.2978723404255319,0.7021276595744681,0.6034583333333333,1.1465833333333333,0.543125,1.6580634181245841
28,28,audio__male,Create a description how Terraria desert theme sounds.,8,3,4,how,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.58984375,0.41015625,0.30859375,0.69140625,4,1.0,0.44721359549995804,0.5527864045000419,0.1825741858350554,0.8174258141649446,0.5523809523809524,0.4476190476190476,0.29213483146067415,0.7078651685393258,1.2169583333333334,1.3678333333333332,0.150875,1.6580634181245841
28,28,audio__male,Create a description how Terraria desert theme sounds.,8,4,5,Terraria,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.4609375,0.5390625,0.1943359375,0.8056640625,5,1.0,1.0000000000000002,-2.220446049250313e-16,0.0,1.0,1.0,0.0,0.3023255813953488,0.6976744186046512,1.3879583333333334,1.9310833333333333,0.543125,1.6580634181245841
28,28,audio__male,Create a description how Terraria desert theme sounds.,8,5,6,desert,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.357421875,0.642578125,0.4140625,0.5859375,6,1.0,0.3651483716701108,0.6348516283298892,0.158113883008419,0.841886116991581,0.4166666666666667,0.5833333333333333,0.273972602739726,0.726027397260274,1.9565416666666666,2.2529166666666667,0.296375,1.6580634181245841
28,28,audio__male,Create a description how Terraria desert theme sounds.,8,6,7,theme,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.42578125,0.57421875,0.248046875,0.751953125,7,1.0,0.35355339059327373,0.6464466094067263,0.0,1.0,0.5979381443298969,0.4020618556701031,0.11538461538461539,0.8846153846153846,2.3132916666666667,2.5585833333333334,0.24529166666666666,1.6580634181245841
28,28,audio__male,Create a description how Terraria desert theme sounds.,8,7,8,sounds.,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0,0.392578125,0.607421875,0.1943359375,0.8056640625,8,1.0,0.11785113019775792,0.882148869802242,0.10206207261596577,0.8979379273840342,0.2549019607843137,0.7450980392156863,0.21782178217821782,0.7821782178217822,2.6549583333333335,3.1174166666666667,0.46245833333333336,1.6580634181245841
122,122,audio__male,How can I use my phone less?,7,0,1,How,1.0,1.0,0.1428571428367347,1.0,0.0,0.9999999989999999,0.1428571428367347,0.9999999999305568,0.0,1.0,0.625,0.375,0.404296875,0.595703125,1,1.0,0.5720775535473556,0.42792244645264443,0.08703882797784893,0.9129611720221511,0.5818181818181818,0.4181818181818182,0.32989690721649484,0.6701030927835052,0.08058333333333334,0.2810416666666667,0.20045833333333332,1.2660349040005323
122,122,audio__male,How can I use my phone less?,7,1,2,can,1.0,1.0,0.1428571428367347,1.0,0.0,0.9999999989999999,0.1428571428367347,0.9999999999305568,0.0,1.0,0.94921875,0.05078125,0.65625,0.34375,2,1.0,0.6363636363636365,0.36363636363636354,0.15569978883230462,0.8443002111676954,0.7833333333333333,0.21666666666666667,0.25,0.75,0.30383333333333334,0.431625,0.12779166666666666,1.2660349040005323
