sample_id,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,deletion_drop_emb,deletion_drop_tfidf,cumulative_drop_emb,cumulative_n_deleted,segment_dur_sec,util_empty_emb,base_text,n_coalitions,runtime_sec
1,A FRENCHMAN YOUR NAME,4,1,1,FRENCHMAN,0.0968688428401947,0.0968688428401947,0.7314261574636692,0.12292075157165527,0.2928932188134524,0.12292075157165527,1,0.5218978102189781,0.8842418193817139,"A Frenchman, your name.",16,1.327034456500769
1,A FRENCHMAN YOUR NAME,4,2,2,YOUR,0.02622910775244236,0.02622910775244236,0.19804774099261752,0.047938764095306396,0.13397459621556118,0.1640465259552002,2,0.7267468065693432,0.8842418193817139,"A Frenchman, your name.",16,1.327034456500769
1,A FRENCHMAN YOUR NAME,4,0,3,A,-0.008340125903487206,0.008340125903487206,0.06297366690355106,0.03852427005767822,0.13397459621556118,0.15546917915344238,3,0.12016833941605842,0.8842418193817139,"A Frenchman, your name.",16,1.327034456500769
1,A FRENCHMAN YOUR NAME,4,3,4,NAME,0.0010002306662499905,0.0010002306662499905,0.00755242708947679,0.03238248825073242,0.0,0.11575818061828613,4,0.23111222627737238,0.8842418193817139,"A Frenchman, your name.",16,1.327034456500769
6,AHEM A COMMON RUMOR,4,3,1,RUMOR,0.13055972754955292,0.13055972754955292,0.5602465105631811,0.10013610124588013,0.13397459621556118,0.10013610124588013,1,0.3510249999999999,0.7669602036476135,"Ahem, a common rumor.",16,1.1058716765001009
6,AHEM A COMMON RUMOR,4,2,2,COMMON,0.06588350236415863,0.06588350236415863,0.28271353652443615,0.07449698448181152,0.2928932188134524,0.19732654094696045,2,0.3915599999999999,0.7669602036476135,"Ahem, a common rumor.",16,1.1058716765001009
6,AHEM A COMMON RUMOR,4,0,3,AHEM,0.023866716772317886,0.023866716772317886,0.10241477246661604,0.0309332013130188,0.13397459621556118,0.23303979635238647,3,0.4213924999999999,0.7669602036476135,"Ahem, a common rumor.",16,1.1058716765001009
6,AHEM A COMMON RUMOR,4,1,4,A,0.01272983942180872,0.01272983942180872,0.054625176154653975,0.040919601917266846,0.42264973081037416,0.23303979635238647,4,0.5343899999999999,0.7669602036476135,"Ahem, a common rumor.",16,1.1058716765001009
11,ALTERED WORDS AND FIGURES,4,0,1,ALTERED,0.10711295157670975,0.10711295157670975,0.47268449811296914,0.09452211856842041,0.13397459621556118,0.09452211856842041,1,0.4828878546099292,0.7733944058418274,Altered Words and Figures,16,1.1728961525004706
11,ALTERED WORDS AND FIGURES,4,3,2,FIGURES,0.06608062237501144,0.06608062237501144,0.2916107283250013,0.08293163776397705,0.32917960675006297,0.17086350917816162,2,0.555375,0.7733944058418274,Altered Words and Figures,16,1.1728961525004706
