sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,cumulative_similarity,cumulative_drop,cumulative_n_deleted,tfidf_original_sim,tfidf_deleted_sim,tfidf_deletion_drop,tfidf_cumulative_sim,tfidf_cumulative_drop,seqmatch_deleted_sim,seqmatch_deletion_drop,seqmatch_cumulative_sim,seqmatch_cumulative_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
97,97,audio__female,Give me some pick up lines for officers.,8,0,1,Give,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0078125,0.90625,0.1015625,0.66015625,0.34765625,1,1.0,0.7000000000000004,0.2999999999999996,0.20000000000000007,0.7999999999999999,0.8541666666666666,0.14583333333333337,0.3076923076923077,0.6923076923076923,0.06079166666666667,0.30175,0.24095833333333333,1.6504449234998901
97,97,audio__female,Give me some pick up lines for officers.,8,1,2,me,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0078125,0.7890625,0.21875,0.478515625,0.529296875,2,1.0,1.0000000000000007,-6.661338147750939e-16,0.0,1.0,1.0,0.0,0.23529411764705882,0.7647058823529411,0.3620833333333333,0.4827916666666667,0.12070833333333333,1.6504449234998901
97,97,audio__female,Give me some pick up lines for officers.,8,2,3,some,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0078125,0.6484375,0.359375,0.478515625,0.529296875,3,1.0,0.7378647873726218,0.26213521262737816,0.35082320772281184,0.6491767922771882,0.9111111111111111,0.0888888888888889,0.45652173913043476,0.5434782608695652,0.5632916666666666,0.7443333333333333,0.18104166666666666,1.6504449234998901
97,97,audio__female,Give me some pick up lines for officers.,8,3,4,pick,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0078125,0.57421875,0.43359375,0.32421875,0.68359375,4,1.0,0.47809144373375767,0.5219085562662423,0.3651483716701109,0.6348516283298891,0.7142857142857143,0.2857142857142857,0.3111111111111111,0.6888888888888889,0.8005833333333333,0.98575,0.18516666666666667,1.6504449234998901
97,97,audio__female,Give me some pick up lines for officers.,8,4,5,up,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0078125,0.32421875,0.68359375,0.388671875,0.619140625,5,1.0,0.5976143046671971,0.4023856953328029,0.2828427124746191,0.7171572875253809,0.7209302325581395,0.2790697674418605,0.3013698630136986,0.6986301369863014,1.026,1.1265833333333333,0.10058333333333333,1.6504449234998901
97,97,audio__female,Give me some pick up lines for officers.,8,5,6,lines,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0078125,0.6484375,0.359375,0.283203125,0.724609375,6,1.0,0.42163702135578396,0.578362978644216,0.18257418583505544,0.8174258141649445,0.6373626373626373,0.3626373626373627,0.375,0.625,1.2271666666666667,1.5289166666666667,0.30175,1.6504449234998901
97,97,audio__female,Give me some pick up lines for officers.,8,6,7,for,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0078125,0.53125,0.4765625,0.26953125,0.73828125,7,1.0,0.9000000000000006,0.09999999999999942,0.10000000000000003,0.8999999999999999,0.9111111111111111,0.0888888888888889,0.2524271844660194,0.7475728155339806,1.5691666666666666,1.689875,0.12070833333333333,1.6504449234998901
97,97,audio__female,Give me some pick up lines for officers.,8,7,8,officers.,1.0,1.0,0.124999999984375,1.0,0.0,0.9999999989999999,0.124999999984375,0.9999999999351122,0.0,1.0078125,0.80859375,0.19921875,0.21875,0.7890625,8,1.0,0.6000000000000003,0.3999999999999997,0.0,1.0,0.72,0.28,0.1782178217821782,0.8217821782178218,1.7502083333333334,2.353291666666667,0.6030833333333333,1.6504449234998901
205,205,audio__female,How many units has Agatha Christie sold?,7,0,1,How,1.0,1.0,0.1428571428367347,1.0,0.0,0.9999999989999999,0.1428571428367347,0.9999999999305568,0.0,0.99609375,0.59765625,0.3984375,0.2314453125,0.7646484375,1,1.0,1.0000000000000002,-2.220446049250313e-16,0.0,1.0,1.0,0.0,0.28865979381443296,0.711340206185567,0.10116666666666667,0.29191666666666666,0.19075,1.353372773571339
205,205,audio__female,How many units has Agatha Christie sold?,7,1,2,many,1.0,1.0,0.1428571428367347,1.0,0.0,0.9999999989999999,0.1428571428367347,0.9999999999305568,0.0,0.99609375,0.96875,0.02734375,0.51171875,0.484375,2,1.0,1.0000000000000002,-2.220446049250313e-16,0.0,1.0,1.0,0.0,0.3448275862068966,0.6551724137931034,0.35233333333333333,0.5536666666666666,0.20133333333333334,1.353372773571339
205,205,audio__female,How many units has Agatha Christie sold?,7,2,3,units,1.0,1.0,0.1428571428367347,1.0,0.0,0.9999999989999999,0.1428571428367347,0.9999999999305568,0.0,0.99609375,0.61328125,0.3828125,0.69140625,0.3046875,3,1.0,0.0,1.0,0.0,1.0,0.18947368421052632,0.8105263157894737,0.21505376344086022,0.7849462365591398,0.624125,0.9865416666666667,0.36241666666666666,1.353372773571339
205,205,audio__female,How many units has Agatha Christie sold?,7,3,4,has,1.0,1.0,0.1428571428367347,1.0,0.0,0.9999999989999999,0.1428571428367347,0.9999999999305568,0.0,0.99609375,0.455078125,0.541015625,0.4296875,0.56640625,4,1.0,0.0,1.0,0.0,1.0,0.29473684210526313,0.7052631578947368,0.2,0.8,1.0469583333333334,1.2080416666666667,0.16108333333333333,1.353372773571339
205,205,audio__female,How many units has Agatha Christie sold?,7,4,5,Agatha,1.0,1.0,0.1428571428367347,1.0,0.0,0.9999999989999999,0.1428571428367347,0.9999999999305568,0.0,0.99609375,0.408203125,0.587890625,0.46484375,0.53125,5,1.0,0.6963106238227913,0.3036893761772087,0.4181210050035455,0.5818789949964545,0.7169811320754716,0.28301886792452835,0.4791666666666667,0.5208333333333333,1.2482916666666666,1.69125,0.44295833333333334,1.353372773571339
205,205,audio__female,How many units has Agatha Christie sold?,7,5,6,Christie,1.0,1.0,0.1428571428367347,1.0,0.0,0.9999999989999999,0.1428571428367347,0.9999999999305568,0.0,0.99609375,0.5625,0.43359375,0.55859375,0.4375,6,1.0,1.0000000000000002,-2.220446049250313e-16,0.1672484020014182,0.8327515979985818,1.0,0.0,0.125,0.875,1.7315416666666668,2.1442916666666667,0.41275,1.353372773571339
205,205,audio__female,How many units has Agatha Christie sold?,7,6,7,sold?,1.0,1.0,0.1428571428367347,1.0,0.0,0.9999999989999999,0.1428571428367347,0.9999999999305568,0.0,0.99609375,0.28125,0.71484375,0.0634765625,0.9326171875,7,1.0,0.0,1.0,0.17407765595569785,0.8259223440443022,0.20618556701030927,0.7938144329896908,0.27184466019417475,0.7281553398058253,2.2239583333333335,2.6772916666666666,0.4533333333333333,1.353372773571339
262,262,audio__female,List top 100 Soviet Union and Russia famous females.,2,0,1,List,1.0,1.0,0.49999999975,1.0,0.0,0.9999999989999999,0.49999999975,1.0000000002213474,0.0,1.0,0.32421875,0.67578125,0.546875,0.453125,1,1.0,0.6324555320336759,0.3675444679663241,0.09534625892455925,0.9046537410754407,0.6306306306306306,0.36936936936936937,0.4144144144144144,0.5855855855855856,0.1005,0.43454166666666666,0.3340416666666667,1.8742029089989956
